,ORDERNUMBER,Name,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,DEALSIZE,MONTH
456,10204,Jeff Young,42,100.0,17,6182.4,2003-12-02,Shipped,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Medium,2003-12
457,10212,Diego Freyre,29,100.0,10,4186.73,2004-01-16,Shipped,1,1,2004,Classic Cars,141,S18_1129,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-01
458,10225,Michael Holz,32,100.0,1,4529.28,2004-02-22,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,Unknown,Gensve,Unknown,1203,Switzerland,EMEA,Medium,2004-02
459,10240,Mory Kentary,41,100.0,3,5628.89,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,Japan,Medium,2004-04
460,10253,Elizabeth Devon,26,100.0,5,3054.48,2004-06-01,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Medium,2004-06
461,10266,Maurizio Moroni,21,100.0,6,2526.51,2004-07-06,Shipped,3,7,2004,Classic Cars,141,S18_1129,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Small,2004-07
462,10278,Sue King,34,100.0,6,4667.86,2004-08-06,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,Medium,2004-08
463,10287,Michael Holz,41,100.0,4,6499.32,2004-08-30,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897034555,Grenzacherweg 237,Unknown,Gensve,Unknown,1203,Switzerland,EMEA,Medium,2004-08
464,10301,Jan Klaeboe,37,100.0,8,5917.78,2003-10-05,Shipped,4,10,2003,Classic Cars,141,S18_1129,"Norway Gifts By Mail, Co.",+4722121555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Medium,2003-10
465,10310,Henriette Pfalzheim,37,100.0,2,6231.91,2004-10-16,Shipped,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",02215554327,Mehrheimerstr. 369,Unknown,Koln,Unknown,50739,Germany,EMEA,Medium,2004-10
466,10321,Violeta Benitez,41,100.0,10,5803.14,2004-11-04,Shipped,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2004-11
467,10331,Rosa Hernandez,46,100.0,6,6434.02,2004-11-17,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,Unknown,Medium,2004-11
468,10342,Peter Ferguson,40,100.0,2,6454.4,2004-11-24,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Medium,2004-11
469,10356,Daniel Da Cunha,43,97.6,8,4196.8,2004-12-09,Shipped,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,+33146627555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,EMEA,Medium,2004-12
470,10365,Wing C Tam,30,87.06,1,2611.8,2005-01-07,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Small,2005-01
471,10377,Matti Karttunen,35,100.0,2,5895.05,2005-02-09,Shipped,1,2,2005,Classic Cars,141,S18_1129,"Toys of Finland, Co.",902248555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,EMEA,Medium,2005-02
472,10390,Valarie Nelson,36,93.77,14,3375.72,2005-03-04,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2005-03
473,10406,Jytte Petersen,61,100.0,3,8374.69,2005-04-15,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,31123555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Large,2005-04
474,10419,Georg Pipps,38,100.0,5,4464.24,2005-05-17,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,65629555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Medium,2005-05
475,10102,Michael Frick,39,100.0,2,4808.31,2003-01-10,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Medium,2003-01
476,10111,Julie Murphy,33,99.66,6,3288.78,2003-03-25,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,Unknown,USA,Unknown,Medium,2003-03
477,10125,Peter Ferguson,32,100.0,1,3254.72,2003-05-21,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Medium,2003-05
478,10139,Adrian Huxley,31,100.0,7,3184.94,2003-07-16,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Medium,2003-07
479,10149,Sue Taylor,50,100.0,4,5907.5,2003-09-12,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,Unknown,Medium,2003-09
480,10162,Julie Brown,48,91.44,2,4389.12,2003-10-18,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,Unknown,Medium,2003-10
481,10173,Giovanni Rovelli,43,100.0,6,5036.16,2003-11-05,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Medium,2003-11
482,10182,Valarie Nelson,25,87.33,3,2183.25,2003-11-12,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2003-11
483,10193,Sean Connery,28,100.0,7,3106.88,2003-11-21,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",61938446555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Medium,2003-11
484,10205,Diego Freyre,36,100.0,2,3735.72,2003-12-03,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2003-12
485,10215,Steve Thompson,27,89.38,10,2413.26,2004-01-29,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,Unknown,Burbank,CA,94019,USA,Unknown,Small,2004-01
486,10227,Mary Saveley,25,100.0,3,2953.75,2004-03-02,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,EMEA,Small,2004-03
487,10244,Diego Freyre,40,100.0,7,4684.8,2004-04-29,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-04
488,10256,Jytte Petersen,34,95.55,2,3248.7,2004-06-08,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Danish Wholesale Imports,31123555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Medium,2004-06
489,10280,Paolo Accorti,50,100.0,9,5239.5,2004-08-17,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Amica Models & Co.,0114988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,EMEA,Medium,2004-08
490,10289,Veysel Oeztan,38,100.0,2,4567.98,2004-09-03,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Herkku Gifts,+4722673215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Medium,2004-09
491,10304,Daniel Tonini,37,95.55,13,3535.35,2004-10-11,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Unknown,Versailles,Unknown,78000,France,EMEA,Medium,2004-10
492,10312,Valarie Nelson,43,89.38,10,3843.34,2004-10-21,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Medium,2004-10
493,10322,Valarie Young,43,86.3,14,3710.9,2004-11-04,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Medium,2004-11
494,10332,Victoria Ashworth,46,95.13,15,4375.98,2004-11-17,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Medium,2004-11
495,10346,Sue King,42,36.11,3,1516.62,2004-11-29,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,Small,2004-11
496,10356,Daniel Da Cunha,50,50.18,9,2509.0,2004-12-09,Shipped,4,12,2004,Vintage Cars,102,S18_1342,Lyon Souveniers,+33146627555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,EMEA,Small,2004-12
497,10369,Allen Nelson,44,100.0,8,9240.44,2005-01-20,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,Unknown,Large,2005-01
498,10380,Diego Freyre,27,93.16,13,2515.32,2005-02-16,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-02
499,10391,Anna O'Hara,35,100.0,2,5548.9,2005-03-09,Shipped,1,3,2005,Vintage Cars,102,S18_1342,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Medium,2005-03
500,10422,Kyung Yu,51,95.55,2,4873.05,2005-05-30,In Process,2,5,2005,Vintage Cars,102,S18_1342,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Medium,2005-05
501,10102,Michael Frick,41,50.14,1,2055.74,2003-01-10,Shipped,1,1,2003,Vintage Cars,53,S18_1367,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Small,2003-01
502,10111,Julie Murphy,48,49.06,5,2354.88,2003-03-25,Shipped,1,3,2003,Vintage Cars,53,S18_1367,Mini Wheels Co.,6505555787,5557 North Pendale Street,Unknown,San Francisco,CA,Unknown,USA,Unknown,Small,2003-03
503,10126,Mart¡n Sommer,42,54.99,17,2309.58,2003-05-28,Shipped,2,5,2003,Vintage Cars,53,S18_1367,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",Unknown,Madrid,Unknown,28023,Spain,EMEA,Small,2003-05
504,10139,Adrian Huxley,49,43.13,6,2113.37,2003-07-16,Shipped,3,7,2003,Vintage Cars,53,S18_1367,Souveniers And Things Co.,+61294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Small,2003-07
505,10149,Sue Taylor,30,58.22,3,1746.6,2003-09-12,Shipped,3,9,2003,Vintage Cars,53,S18_1367,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Unknown,Brisbane,CA,94217,USA,Unknown,Small,2003-09
506,10162,Julie Brown,45,51.21,1,2304.45,2003-10-18,Shipped,4,10,2003,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,Unknown,Small,2003-10
507,10173,Giovanni Rovelli,48,44.21,5,2122.08,2003-11-05,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Small,2003-11
508,10182,Valarie Nelson,32,54.45,2,1742.4,2003-11-12,Shipped,4,11,2003,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2003-11
509,10193,Sean Connery,46,53.37,6,2455.02,2003-11-21,Shipped,4,11,2003,Vintage Cars,53,S18_1367,"Australian Collectables, Ltd",61938446555,7 Allen Street,Unknown,Glen Waverly,Victoria,3150,Australia,APAC,Small,2003-11
510,10205,Diego Freyre,48,63.61,1,3053.28,2003-12-03,Shipped,4,12,2003,Vintage Cars,53,S18_1367,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2003-12
511,10215,Steve Thompson,33,43.13,9,1423.29,2004-01-29,Shipped,1,1,2004,Vintage Cars,53,S18_1367,West Coast Collectables Co.,3105553722,3675 Furth Circle,Unknown,Burbank,CA,94019,USA,Unknown,Small,2004-01
512,10227,Mary Saveley,31,48.52,2,1504.12,2004-03-02,Shipped,1,3,2004,Vintage Cars,53,S18_1367,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",Unknown,Lyon,Unknown,69004,France,EMEA,Small,2004-03
513,10244,Diego Freyre,20,58.22,6,1164.4,2004-04-29,Shipped,2,4,2004,Vintage Cars,53,S18_1367,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-04
514,10256,Jytte Petersen,29,51.75,1,1500.75,2004-06-08,Shipped,2,6,2004,Vintage Cars,53,S18_1367,Danish Wholesale Imports,31123555,Vinb'ltet 34,Unknown,Kobenhavn,Unknown,1734,Denmark,EMEA,Small,2004-06
515,10280,Paolo Accorti,27,57.68,8,1557.36,2004-08-17,Shipped,3,8,2004,Vintage Cars,53,S18_1367,Amica Models & Co.,0114988555,Via Monte Bianco 34,Unknown,Torino,Unknown,10100,Italy,EMEA,Small,2004-08
516,10289,Veysel Oeztan,24,56.07,1,1345.68,2004-09-03,Shipped,3,9,2004,Vintage Cars,53,S18_1367,Herkku Gifts,+4722673215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Small,2004-09
517,10304,Daniel Tonini,37,48.52,12,1795.24,2004-10-11,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",Unknown,Versailles,Unknown,78000,France,EMEA,Small,2004-10
518,10312,Valarie Nelson,25,44.21,9,1105.25,2004-10-21,Shipped,4,10,2004,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Unknown,San Rafael,CA,97562,USA,Unknown,Small,2004-10
519,10322,Valarie Young,41,57.68,5,2364.88,2004-11-04,Shipped,4,11,2004,Vintage Cars,53,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Small,2004-11
520,10332,Victoria Ashworth,27,89.89,16,2427.03,2004-11-17,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Small,2004-11
521,10347,Peter Ferguson,21,58.95,7,1237.95,2004-11-29,Shipped,4,11,2004,Vintage Cars,53,S18_1367,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Small,2004-11
522,10356,Daniel Da Cunha,22,72.41,6,1593.02,2004-12-09,Shipped,4,12,2004,Vintage Cars,53,S18_1367,Lyon Souveniers,+33146627555,27 rue du Colonel Pierre Avia,Unknown,Paris,Unknown,75508,France,EMEA,Small,2004-12
523,10369,Allen Nelson,32,98.63,7,3156.16,2005-01-20,Shipped,1,1,2005,Vintage Cars,53,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,Unknown,Medium,2005-01
524,10381,Julie Brown,25,52.83,9,1320.75,2005-02-17,Shipped,1,2,2005,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Unknown,San Francisco,CA,Unknown,USA,Unknown,Small,2005-02
525,10391,Anna O'Hara,42,100.0,3,4998.0,2005-03-09,Shipped,1,3,2005,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Medium,2005-03
526,10422,Kyung Yu,25,51.75,1,1293.75,2005-05-30,In Process,2,5,2005,Vintage Cars,53,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,Unknown,Allentown,PA,70267,USA,Unknown,Small,2005-05
527,10110,Victoria Ashworth,37,100.0,16,5433.08,2003-03-18,Shipped,1,3,2003,Classic Cars,124,S18_1589,"AV Stores, Co.",1715551555,Fauntleroy Circus,Unknown,Manchester,Unknown,EC2 5NT,UK,EMEA,Medium,2003-03
528,10123,Carine Schmitt,26,100.0,2,3073.72,2003-05-20,Shipped,2,5,2003,Classic Cars,124,S18_1589,Atelier graphique,40322555,"54, rue Royale",Unknown,Nantes,Unknown,44000,France,EMEA,Medium,2003-05
529,10137,Paul Henriot,44,99.55,2,4380.2,2003-07-10,Shipped,3,7,2003,Classic Cars,124,S18_1589,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Medium,2003-07
530,10148,Anna O'Hara,47,100.0,9,5848.68,2003-09-11,Shipped,3,9,2003,Classic Cars,124,S18_1589,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,Medium,2003-09
531,10161,Palle Ibsen,43,100.0,8,6153.73,2003-10-17,Shipped,4,10,2003,Classic Cars,124,S18_1589,Heintze Collectables,86213555,Smagsloget 45,Unknown,Aaarhus,Unknown,8200,Denmark,EMEA,Medium,2003-10
532,10172,Julie King,42,100.0,6,4965.24,2003-11-05,Shipped,4,11,2003,Classic Cars,124,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Unknown,Bridgewater,CT,97562,USA,Unknown,Medium,2003-11
533,10181,Veysel Oeztan,42,100.0,2,5435.64,2003-11-12,Shipped,4,11,2003,Classic Cars,124,S18_1589,Herkku Gifts,+4722673215,"Drammen 121, PR 744 Sentrum",Unknown,Bergen,Unknown,N 5804,Norway,EMEA,Medium,2003-11
534,10192,Valarie Young,29,100.0,7,4258.36,2003-11-20,Shipped,4,11,2003,Classic Cars,124,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Unknown,Nashua,NH,62005,USA,Unknown,Medium,2003-11
535,10204,Jeff Young,40,100.0,13,4032.0,2003-12-02,Shipped,4,12,2003,Classic Cars,124,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Unknown,Medium,2003-12
536,10212,Diego Freyre,38,100.0,6,4492.36,2004-01-16,Shipped,1,1,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-01
537,10226,Valarie Thompson,38,100.0,4,4161.38,2004-02-26,Shipped,1,2,2004,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,Unknown,Medium,2004-02
538,10241,Frederique Citeaux,21,100.0,11,2508.66,2004-04-13,Shipped,2,4,2004,Classic Cars,124,S18_1589,Mini Caravy,88601555,"24, place Kluber",Unknown,Strasbourg,Unknown,67000,France,EMEA,Small,2004-04
539,10253,Elizabeth Devon,24,100.0,1,3374.88,2004-06-01,Cancelled,2,6,2004,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",1715552282,Berkeley Gardens 12  Brewery,Unknown,Liverpool,Unknown,WX1 6LT,UK,EMEA,Medium,2004-06
540,10266,Maurizio Moroni,36,100.0,2,5196.6,2004-07-06,Shipped,3,7,2004,Classic Cars,124,S18_1589,L'ordine Souveniers,0522556555,Strada Provinciale 124,Unknown,Reggio Emilia,Unknown,42100,Italy,EMEA,Medium,2004-07
541,10278,Sue King,23,100.0,2,2604.52,2004-08-06,Shipped,3,8,2004,Classic Cars,124,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,Unknown,Las Vegas,NV,83030,USA,Unknown,Small,2004-08
542,10288,Wendy Victorino,20,100.0,14,2936.8,2004-09-01,Shipped,3,9,2004,Classic Cars,124,S18_1589,Handji Gifts& Co,+652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Small,2004-09
543,10301,Jan Klaeboe,32,100.0,4,3424.64,2003-10-05,Shipped,4,10,2003,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",+4722121555,"Drammensveien 126 A, PB 744 Sentrum",Unknown,Oslo,Unknown,N 0106,Norway,EMEA,Medium,2003-10
544,10311,Diego Freyre,29,100.0,9,2923.2,2004-10-16,Shipped,4,10,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2004-10
545,10321,Violeta Benitez,44,100.0,6,4489.76,2004-11-04,Shipped,4,11,2004,Classic Cars,124,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2004-11
546,10331,Rosa Hernandez,44,100.0,14,4849.24,2004-11-17,Shipped,4,11,2004,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Unknown,Philadelphia,PA,71270,USA,Unknown,Medium,2004-11
547,10343,Paul Henriot,36,100.0,4,5848.92,2004-11-24,Shipped,4,11,2004,Classic Cars,124,S18_1589,Reims Collectables,26471555,59 rue de l'Abbaye,Unknown,Reims,Unknown,51100,France,EMEA,Medium,2004-11
548,10367,Julie Young,49,56.3,1,2758.7,2005-01-12,Resolved,1,1,2005,Classic Cars,124,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Unknown,Pasadena,CA,90003,USA,Unknown,Small,2005-01
549,10378,Diego Freyre,34,42.64,5,1449.76,2005-02-10,Shipped,1,2,2005,Classic Cars,124,S18_1589,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Small,2005-02
550,10407,Sue Frick,59,100.0,11,7048.14,2005-04-22,On Hold,2,4,2005,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Large,2005-04
551,10419,Georg Pipps,37,100.0,1,5202.94,2005-05-17,Shipped,2,5,2005,Classic Cars,124,S18_1589,Salzburg Collectables,65629555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Medium,2005-05
552,10106,Giovanni Rovelli,36,100.0,12,5279.4,2003-02-17,Shipped,1,2,2003,Planes,157,S18_1662,Rovelli Gifts,035640555,Via Ludovico il Moro 22,Unknown,Bergamo,Unknown,24100,Italy,EMEA,Medium,2003-02
553,10119,Georg Pipps,43,100.0,3,6916.12,2003-04-28,Shipped,2,4,2003,Planes,157,S18_1662,Salzburg Collectables,65629555,Geislweg 14,Unknown,Salzburg,Unknown,5020,Austria,EMEA,Medium,2003-04
554,10131,Dan Lewis,21,100.0,4,2781.66,2003-06-16,Shipped,2,6,2003,Planes,157,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Unknown,Glendale,CT,97561,USA,Unknown,Small,2003-06
555,10143,Wing C Tam,32,100.0,7,5248.0,2003-08-10,Shipped,3,8,2003,Planes,157,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Unknown,New Bedford,MA,50553,USA,Unknown,Medium,2003-08
556,10155,Matti Karttunen,38,100.0,5,6531.44,2003-10-06,Shipped,4,10,2003,Planes,157,S18_1662,"Toys of Finland, Co.",902248555,Keskuskatu 45,Unknown,Helsinki,Unknown,21240,Finland,EMEA,Medium,2003-10
557,10167,Maria Larsson,43,100.0,1,5763.72,2003-10-23,Cancelled,4,10,2003,Planes,157,S18_1662,Scandinavian Gift Ideas,0695346555,?kergatan 24,Unknown,Boras,Unknown,S-844 67,Sweden,EMEA,Medium,2003-10
558,10178,Annette Roulet,42,100.0,4,6490.68,2003-11-08,Shipped,4,11,2003,Planes,157,S18_1662,Alpha Cognac,61776555,1 rue Alsace-Lorraine,Unknown,Toulouse,Unknown,31000,France,EMEA,Medium,2003-11
559,10186,Thomas Hardy,32,100.0,1,6004.8,2003-11-14,Shipped,4,11,2003,Planes,157,S18_1662,"Double Decker Gift Stores, Ltd",1715557555,120 Hanover Sq.,Unknown,London,Unknown,WA1 1DP,UK,EMEA,Medium,2003-11
560,10198,Arnold Cruz,42,100.0,4,7483.98,2003-11-27,Shipped,4,11,2003,Planes,157,S18_1662,Cruz & Sons Co.,+6325553587,15 McCallum Street - NatWest Center #13-03,Unknown,Makati City,Unknown,1227 MM,Philippines,Japan,Large,2003-11
561,10210,Mory Kentary,31,100.0,17,5719.5,2004-01-12,Shipped,1,1,2004,Planes,157,S18_1662,Osaka Souveniers Co.,+810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Unknown,Osaka,Osaka,530-0003,Japan,Japan,Medium,2004-01
562,10222,Valarie Thompson,49,100.0,4,6954.08,2004-02-19,Shipped,1,2,2004,Planes,157,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Unknown,San Diego,CA,91217,USA,Unknown,Medium,2004-02
563,10250,Sue Frick,45,100.0,14,8160.3,2004-05-11,Shipped,2,5,2004,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Unknown,San Jose,CA,94217,USA,Unknown,Large,2004-05
564,10262,Diego Freyre,49,100.0,9,6567.96,2004-06-24,Cancelled,2,6,2004,Planes,157,S18_1662,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",Unknown,Madrid,Unknown,28034,Spain,EMEA,Medium,2004-06
565,10274,Allen Nelson,41,100.0,1,6724.0,2004-07-21,Shipped,3,7,2004,Planes,157,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Unknown,Brickhaven,MA,58339,USA,Unknown,Medium,2004-07
